Game number, Team_1
1, 0.0
2, 24.91315751955551
3, 0.0
4, 46.547142323544335
5, 25.987855503846262
6, 20.826830492120806
7, 36.183553045323
8, 10.263312697268148
9, 19.612537254310894
10, 36.81487350879636
11, 19.310540873652315
12, 0
13, 19.087153646212982
14, 68.50521017737816
15, 13.457403383152084
16, 12.704447622363915
17, 8.258041403378357
18, 23.03109361879237
19, 22.052820398599806
20, 0.0
21, 8.197027852536792
22, 15.183174651718161
23, 63.210628913415874
24, 28.2156302883229
25, 24.747290136864322
26, 0.0
27, 0.0
28, 0
29, 25.11446913835229
30, 25.30722868003339
31, 6.754114848157599
32, 0.0
33, 48.92934129344953
34, 2.187016489013345
35, 30.982447441911894
36, 0
37, 22.058579157049934
38, 75.55941793670598
39, 65.02320142011878
40, 0
41, 13.76214406944925
42, 0.0
43, 10.771355973167488
44, 0
45, 0.0
46, 27.63853282247048
47, 29.654187638801865
48, 0
49, 0.0
50, 0.0
51, 19.628929545846773
52, 32.39781924850114
53, 24.571348771916533
54, 0
55, 23.189933013616326
56, 0
57, 19.038870221652147
58, 0.0
59, 27.007921057576013
60, 16.168349454377903
61, 63.81228407559506
62, 0
63, 31.156588037126447
64, 48.82941939867825
65, -8.207189996850119
66, 0.0
67, 0
68, 24.169734588757365
69, 0
70, 24.028591107994686
71, 0
72, 0
73, 9.871788364329475
74, 48.171793667757946
75, 26.952447745419327
76, 31.050710524159953
77, 60.68692509031346
78, 11.339313441885935
79, 10.474943099701761
80, 21.058906278314396
81, 22.852757074133095
82, 23.907448240090844
83, 20.24571798892832
84, 7.124591822886103
85, 49.13384375066071
86, 12.818478375267532
87, 11.693400887124241
88, 68.07168950985937
89, 0.0
90, 0.0
91, 0.0
92, 17.36626486753069
93, 6.816919398597207
94, 8.885177545561532
95, 0.0
96, 37.463716474638474
97, 17.200229263685856
98, 78.82969152736328
99, 0.0
100, 0.0
101, 0
102, 23.69304657635533
103, 0.0
104, 16.721128127393172
105, 25.992648768452213
106, 13.153777582343253
107, 13.080988531651641
108, 28.06124396150763
109, 0
110, 30.087428763225596
111, 36.433751895237364
112, 8.053099988283691
113, 0
114, 0.0
115, 76.61867455312054
116, 48.92757019226381
117, 63.26018169478573
118, 0
119, 0
120, 0.0
121, 24.703556007979998
122, 0
123, 0.0
124, 14.46460406095946
125, 61.65820245364304
126, 20.598906928875735
127, 18.610144972678725
128, 11.591986547844002
129, 22.489870810693276
130, 5.492505476190914
131, 67.52709255507453
132, 14.798395133302094
133, 9.235240006751667
134, 1.5843623772669275
135, 16.325323767584635
136, 7.990850790180517
137, 0.0
138, 13.116710060996311
139, 8.62027981176351
140, 18.857647168605737
141, 63.48114409140915
142, 23.426681177805747
143, 0
144, 0.0
145, 0.0
146, 7.834252976541194
147, 9.726983647135953
148, 62.563537779610904
149, 21.28694660510496
150, 22.769396599424596
151, 0
152, 0.0
153, 19.327531919416373
154, 0.0
155, 0
156, 46.65282161885493
157, 12.73097052769107
158, 10.758195030403826
159, 11.05954115901109
160, 0
161, 0
162, 2.3028958239101627
163, 11.247260385329042
164, 9.749060772810537
165, 0.0
166, 0.0
167, 2.4131512977212424
168, 4.517179176603946
169, 59.22491469725453
170, 23.045679001986173
171, 45.28770245642579
172, 10.564443463538126
173, -3.271061723549053
174, 17.03505625978225
175, 19.11757402445521
176, 21.127233834014575
177, 0.0
178, 10.110858523419935
179, 0.0
180, 22.802829593193195
181, 17.8579654696277
182, 0.0
183, 7.442905120361033
184, 40.67514036689897
185, 9.484138752982219
186, 48.910548928470185
187, 0.0
188, 0
189, 65.71107400413896
190, 0.0
191, 0
192, 22.567001210592124
193, 8.344524598242401
194, 0.0
195, 0
196, 31.411411935066113
197, 17.31854032900037
198, 50.62508809214466
199, 0
200, 75.27945230163172
